Board,Level,School,City,Fraser rank,Score / 10,Status,Report entry,PDF page,Source,Directory source,Directory ID,Identity source,Verification note,Source row,Checked on
Thames Valley,Elementary,Mary Wright,Strathroy,2258,4.9,Ranked,Mary Wright Strathroy,32,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=7,1935,tvdsb-elementary-2026-2027.pdf#page=7,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2258 2277 — Mary Wright Strathroy 4.9 4.6,2026-09-16
Thames Valley,Elementary,Masonville,London,231,8.4,Ranked,Masonville London,14,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=7,1400,tvdsb-elementary-2026-2027.pdf#page=7,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,231 27 — Masonville London 8.4 9.1,2026-09-16
Thames Valley,Elementary,McGillivray Central,Ailsa Craig,1348,6.3,Ranked,McGillivray Central Ailsa Craig,24,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=7,1410,tvdsb-elementary-2026-2027.pdf#page=7,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1348 n/a n/a McGillivray Central Ailsa Craig 6.3 n/a,2026-09-16
Thames Valley,Elementary,McGregor,Aylmer,,,No entry located in 2025 report,,,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=7,1405,tvdsb-elementary-2026-2027.pdf#page=7,현재명과 Aylmer의 전체 원본 항목을 대조했으나 순위 행 없음. Windsor의 Gordon McGregor와 다른 학교.,,2026-09-16
Thames Valley,Elementary,Mitchell Hepburn,St. Thomas,1777,5.7,Ranked,Mitchell Hepburn St. Thomas,28,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=7,1900,tvdsb-elementary-2026-2027.pdf#page=7,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1777 1572 — Mitchell Hepburn St. Thomas 5.7 5.9,2026-09-16
Thames Valley,Elementary,Mosa Central,Glencoe,2258,4.9,Ranked,Mosa Central Glencoe,32,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=7,1420,tvdsb-elementary-2026-2027.pdf#page=7,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2258 2374 — Mosa Central Glencoe 4.9 4.3,2026-09-16
Thames Valley,Elementary,Mountsfield,London,1062,6.7,Ranked,Mountsfield London,21,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=7,1425,tvdsb-elementary-2026-2027.pdf#page=7,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1062 763 — Mountsfield London 6.7 7.0,2026-09-16
Thames Valley,Elementary,New Sarum,St. Thomas,2385,4.6,Ranked,New Sarum St. Thomas,33,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=7,1435,tvdsb-elementary-2026-2027.pdf#page=7,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2385 1867 — New Sarum St. Thomas 4.6 5.4,2026-09-16
Thames Valley,Elementary,Nicholas Wilson,London,2969,2.0,Ranked,Nicholas Wilson London,37,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=7,1440,tvdsb-elementary-2026-2027.pdf#page=7,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2969 2561 — Nicholas Wilson London 2.0 3.6,2026-09-16
Thames Valley,Elementary,North Meadows,Strathroy,2026,5.3,Ranked,North Meadows Strathroy,30,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=7,1450,tvdsb-elementary-2026-2027.pdf#page=7,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2026 1811 — North Meadows Strathroy 5.3 5.5,2026-09-16
Thames Valley,Elementary,Northbrae,London,1495,6.1,Ranked,Northbrae London,25,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=7,1455,tvdsb-elementary-2026-2027.pdf#page=7,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1495 2437 — Northbrae London 6.1 4.1,2026-09-16
Thames Valley,Elementary,Northdale,Woodstock,2952,2.2,Ranked,Northdale Woodstock,37,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=8,1470,tvdsb-elementary-2026-2027.pdf#page=8,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2952 2529 — Northdale Woodstock 2.2 3.8,2026-09-16
Thames Valley,Elementary,Northdale Central,Dorchester,,,No entry located in 2025 report,,,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=8,1460,tvdsb-elementary-2026-2027.pdf#page=8,Dorchester의 학교. Woodstock의 Northdale과 다른 학교이며 해당 도시의 원본 전체 항목에서 순위 행 없음.,,2026-09-16
Thames Valley,Elementary,Northridge,London,532,7.6,Ranked,Northridge London,17,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=8,1475,tvdsb-elementary-2026-2027.pdf#page=8,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,532 495 — Northridge London 7.6 7.4,2026-09-16
Thames Valley,Elementary,Northwest,London,,,No entry located in 2025 report,,,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=8,1451,https://www.tvdsb.ca/our-board/planning/capital-projects/,2023–24 데이터 이후 신설된 학교로 별도 확인. 2025 보고서에 해당 학교의 순위 행 없음. 다른 학교 점수 대입 안 함.,,2026-09-16
Thames Valley,Elementary,Old North,London,161,8.7,Ranked,Ryerson London,14,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=8,1595,https://boardapps.tvdsb.ca/purchasing/tender/pub/t058/README.PDF,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,161 115 — Ryerson London 8.7 8.4,2026-09-16
Thames Valley,Elementary,Oliver Stephens,Woodstock,1426,6.2,Ranked,Oliver Stephens Woodstock,25,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=8,1485,tvdsb-elementary-2026-2027.pdf#page=8,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1426 2385 p Oliver Stephens Woodstock 6.2 4.3,2026-09-16
Thames Valley,Elementary,Orchard Park,London,313,8.1,Ranked,Orchard Park London,15,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=8,1490,tvdsb-elementary-2026-2027.pdf#page=8,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,313 127 — Orchard Park London 8.1 8.3,2026-09-16
Thames Valley,Elementary,Oxbow,Ilderton,589,7.5,Ranked,Oxbow Ilderton,18,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=8,1500,tvdsb-elementary-2026-2027.pdf#page=8,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,589 1311 — Oxbow Ilderton 7.5 6.3,2026-09-16
Thames Valley,Elementary,Parkhill-West Williams,Parkhill,2624,4.0,Ranked,Parkhill-West Williams Parkhill,35,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=8,1510,tvdsb-elementary-2026-2027.pdf#page=8,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2624 2631 — Parkhill-West Williams Parkhill 4.0 3.1,2026-09-16
Thames Valley,Elementary,Parkview,Komoka,351,8.0,Ranked,Parkview Komoka,15,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=8,1515,tvdsb-elementary-2026-2027.pdf#page=8,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,351 628 — Parkview Komoka 8.0 7.2,2026-09-16
Thames Valley,Elementary,Pierre Elliott Trudeau French Immersion,St. Thomas,1210,6.5,Ranked,Pierre Elliott Trudeau FI St. Thomas,23,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=9,1290,tvdsb-elementary-2026-2027.pdf#page=9,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1210 n/a n/a Pierre Elliott Trudeau FI St. Thomas 6.5 n/a,2026-09-16
Thames Valley,Elementary,Plattsville & District,Plattsville,2155,5.1,Ranked,Plattsville Plattsville,31,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=9,1520,tvdsb-elementary-2026-2027.pdf#page=9,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2155 1965 — Plattsville Plattsville 5.1 5.2,2026-09-16
Thames Valley,Elementary,Port Burwell,Port Burwell,2718,3.7,Ranked,Port Burwell Port Burwell,35,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=9,1530,tvdsb-elementary-2026-2027.pdf#page=9,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2718 2604 — Port Burwell Port Burwell 3.7 3.3,2026-09-16
Thames Valley,Elementary,Prince Charles,London,2942,2.3,Ranked,Prince Charles London,37,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=9,1540,tvdsb-elementary-2026-2027.pdf#page=9,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2942 2654 — Prince Charles London 2.3 2.9,2026-09-16
Thames Valley,Elementary,Princess Anne French Immersion,London,1964,5.4,Ranked,Princess Anne FI London,29,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=9,1555,tvdsb-elementary-2026-2027.pdf#page=9,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1964 n/a n/a Princess Anne FI London 5.4 n/a,2026-09-16
Thames Valley,Elementary,Princess Elizabeth,London,2155,5.1,Ranked,Princess Elizabeth London,31,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=9,1565,tvdsb-elementary-2026-2027.pdf#page=9,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2155 2073 — Princess Elizabeth London 5.1 5.0,2026-09-16
Thames Valley,Elementary,Rick Hansen,London,2762,3.5,Ranked,Rick Hansen London,36,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=9,1575,tvdsb-elementary-2026-2027.pdf#page=9,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2762 2196 q Rick Hansen London 3.5 4.7,2026-09-16
Thames Valley,Elementary,River Heights,Dorchester,,,No entry located in 2025 report,,,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=9,1580,tvdsb-elementary-2026-2027.pdf#page=9,Dorchester 학교. 기존 351위·8.0은 Caledonia의 동명 학교 수치이므로 제거. Dorchester의 2025 순위 행 없음.,,2026-09-16
Thames Valley,Elementary,Riverside,London,589,7.5,Ranked,Riverside London,18,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=9,1585,tvdsb-elementary-2026-2027.pdf#page=9,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,589 921 — Riverside London 7.5 6.7,2026-09-16
Thames Valley,Elementary,Roch Carrier F.I.,Woodstock,702,7.3,Ranked,Roch Carrier F.I. PS Woodstock,19,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=9,1281,tvdsb-elementary-2026-2027.pdf#page=9,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,702 n/a n/a Roch Carrier F.I. PS Woodstock 7.3 n/a,2026-09-16
Thames Valley,Elementary,Royal Roads,Ingersoll,1282,6.4,Ranked,Princess Anne Ingersoll,23,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=10,1550,https://tvotblog.blogspot.com/2011/09/,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1282 1597 — Princess Anne Ingersoll 6.4 5.9,2026-09-16
Thames Valley,Elementary,Sir Arthur Currie,London,149,8.8,Ranked,Sir Arthur Currie London,14,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=10,1825,tvdsb-elementary-2026-2027.pdf#page=10,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,149 547 p Sir Arthur Currie London 8.8 7.3,2026-09-16
Thames Valley,Elementary,Sir G.E. Cartier,London,2690,3.8,Ranked,Sir George Etienne Cartier London,35,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=10,1620,tvdsb-elementary-2026-2027.pdf#page=10,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2690 2645 — Sir George Etienne Cartier London 3.8 3.0,2026-09-16
Thames Valley,Elementary,Sir Isaac Brock,London,1495,6.1,Ranked,Sir Isaac Brock London,25,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=10,1615,tvdsb-elementary-2026-2027.pdf#page=10,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1495 1662 — Sir Isaac Brock London 6.1 5.8,2026-09-16
Thames Valley,Elementary,Sir John A. Macdonald,London,2509,4.3,Ranked,Sir John A Macdonald London,34,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=10,1625,tvdsb-elementary-2026-2027.pdf#page=10,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2509 2679 p Sir John A Macdonald London 4.3 2.6,2026-09-16
Thames Valley,Elementary,South Dorchester,Belmont,1210,6.5,Ranked,South Dorchester Belmont,23,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=10,1630,tvdsb-elementary-2026-2027.pdf#page=10,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1210 1111 — South Dorchester Belmont 6.5 6.5,2026-09-16
Thames Valley,Elementary,South Ridge,Tillsonburg,2624,4.0,Ranked,South Ridge Tillsonburg,35,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=10,1635,tvdsb-elementary-2026-2027.pdf#page=10,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2624 2325 — South Ridge Tillsonburg 4.0 4.4,2026-09-16
Thames Valley,Elementary,Southside,Woodstock,2026,5.3,Ranked,Southside Woodstock,30,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=10,1645,tvdsb-elementary-2026-2027.pdf#page=10,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2026 2342 — Southside Woodstock 5.3 4.4,2026-09-16
Thames Valley,Elementary,Southwold,St. Thomas,993,6.8,Ranked,Southwold St. Thomas,21,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=10,1650,tvdsb-elementary-2026-2027.pdf#page=10,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,993 1021 — Southwold St. Thomas 6.8 6.6,2026-09-16
Thames Valley,Elementary,Springbank,Woodstock,1850,5.6,Ranked,Springbank Woodstock,28,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=10,1660,tvdsb-elementary-2026-2027.pdf#page=10,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1850 1983 — Springbank Woodstock 5.6 5.2,2026-09-16
Thames Valley,Elementary,Springfield,Springfield,1850,5.6,Ranked,Springfield Springfield,28,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=11,1665,tvdsb-elementary-2026-2027.pdf#page=11,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1850 2223 — Springfield Springfield 5.6 4.7,2026-09-16
Thames Valley,Elementary,St. George's,London,392,7.9,Ranked,St Georges London,16,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=11,1670,tvdsb-elementary-2026-2027.pdf#page=11,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,392 561 — St Georges London 7.9 7.3,2026-09-16
Thames Valley,Elementary,Stoney Creek,London,480,7.7,Ranked,Stoney Creek London,16,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=11,1915,tvdsb-elementary-2026-2027.pdf#page=11,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,480 324 — Stoney Creek London 7.7 7.7,2026-09-16
Thames Valley,Elementary,Stoneybrook,London,1640,5.9,Ranked,Stoneybrook London,26,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=11,1675,tvdsb-elementary-2026-2027.pdf#page=11,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1640 670 q Stoneybrook London 5.9 7.1,2026-09-16
Thames Valley,Elementary,Straffordville,Straffordville,2925,2.5,Ranked,Straffordville Straffordville,37,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=11,1680,tvdsb-elementary-2026-2027.pdf#page=11,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2925 2560 — Straffordville Straffordville 2.5 3.6,2026-09-16
Thames Valley,Elementary,Summers' Corners,Aylmer,2090,5.2,Ranked,Summers' Corners Aylmer,30,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=11,1685,tvdsb-elementary-2026-2027.pdf#page=11,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2090 2012 — Summers' Corners Aylmer 5.2 5.1,2026-09-16
Thames Valley,Elementary,Summerside,London,1495,6.1,Ranked,Summerside London,26,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=11,1945,tvdsb-elementary-2026-2027.pdf#page=11,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1495 n/a n/a Summerside London 6.1 n/a,2026-09-16
Thames Valley,Elementary,Tavistock,Tavistock,589,7.5,Ranked,Tavistock Tavistock,18,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=11,1695,tvdsb-elementary-2026-2027.pdf#page=11,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,589 1557 p Tavistock Tavistock 7.5 5.9,2026-09-16
Thames Valley,Elementary,Tecumseh,London,1282,6.4,Ranked,Tecumseh London,24,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=11,1700,tvdsb-elementary-2026-2027.pdf#page=11,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1282 1983 — Tecumseh London 6.4 5.2,2026-09-16
Thames Valley,Elementary,Thamesford,Thamesford,2624,4.0,Ranked,Thamesford Thamesford,35,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=11,1705,tvdsb-elementary-2026-2027.pdf#page=11,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2624 2052 q Thamesford Thamesford 4.0 5.1,2026-09-16
Thames Valley,Elementary,Trafalgar,London,3031,0.9,Ranked,Trafalgar Public London,38,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=11,1715,tvdsb-elementary-2026-2027.pdf#page=11,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,3031 n/a n/a Trafalgar Public London 0.9 n/a,2026-09-16
Thames Valley,Elementary,Turtle Island,Woodstock,,,No entry located in 2025 report,,,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=11,1716,https://www.tvdsb.ca/our-board/planning/capital-projects/,2023–24 데이터 이후 신설된 학교로 별도 확인. 2025 보고서에 해당 학교의 순위 행 없음. 다른 학교 점수 대입 안 함.,,2026-09-16
Thames Valley,Elementary,Tweedsmuir,London,2509,4.3,Ranked,Tweedsmuir London,34,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=12,1720,tvdsb-elementary-2026-2027.pdf#page=12,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2509 2445 — Tweedsmuir London 4.3 4.1,2026-09-16
Thames Valley,Elementary,University Heights,London,351,8.0,Ranked,University Heights London,15,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=12,1725,tvdsb-elementary-2026-2027.pdf#page=12,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,351 657 — University Heights London 8.0 7.1,2026-09-16
Thames Valley,Elementary,Valleyview,Ilderton,1348,6.3,Ranked,Valleyview Central Ilderton,24,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=12,1730,https://pub-tvdsb.escribemeetings.com/filestream.ashx?DocumentId=7956,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1348 1229 — Valleyview Central Ilderton 6.3 6.3,2026-09-16
Thames Valley,Elementary,Victoria,London,3044,0.4,Ranked,Victoria London,38,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=12,1740,tvdsb-elementary-2026-2027.pdf#page=12,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,3044 2721 — Victoria London 0.4 1.5,2026-09-16
Thames Valley,Elementary,W. Sherwood Fox,London,1640,5.9,Ranked,W Sherwood Fox London,27,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=12,1750,tvdsb-elementary-2026-2027.pdf#page=12,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,1640 2106 — W Sherwood Fox London 5.9 4.9,2026-09-16
Thames Valley,Elementary,West Nissouri,Thorndale,2090,5.2,Ranked,West Nissouri Thorndale,30,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=12,1920,tvdsb-elementary-2026-2027.pdf#page=12,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2090 1686 — West Nissouri Thorndale 5.2 5.7,2026-09-16
Thames Valley,Elementary,West Oaks F.I.,London,182,8.6,Ranked,West Oaks FI London,14,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=12,1766,tvdsb-elementary-2026-2027.pdf#page=12,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,182 n/a n/a West Oaks FI London 8.6 n/a,2026-09-16
Thames Valley,Elementary,Westfield,Tillsonburg,2155,5.1,Ranked,Westfield Tillsonburg,31,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=12,1820,tvdsb-elementary-2026-2027.pdf#page=12,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2155 1882 — Westfield Tillsonburg 5.1 5.3,2026-09-16
Thames Valley,Elementary,Westmount,London,873,7.0,Ranked,Westmount London,20,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=12,1780,tvdsb-elementary-2026-2027.pdf#page=12,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,873 1296 — Westmount London 7.0 6.3,2026-09-16
Thames Valley,Elementary,White Oaks,London,2690,3.8,Ranked,White Oaks London,35,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=12,1785,tvdsb-elementary-2026-2027.pdf#page=12,현재 학교명·도시를 원본 표기와 연결하고 순위·점수를 별도 PDF 추출기로 재대조.,2690 2486 — White Oaks London 3.8 3.9,2026-09-16
Thames Valley,Elementary,White Pine,London,,,No entry located in 2025 report,,,https://www.compareschoolrankings.org/pdf/ontario-elementary-school-rankings-2025.pdf,tvdsb-elementary-2026-2027.pdf#page=13,1786,https://www.tvdsb.ca/our-board/planning/capital-projects/,2023–24 데이터 이후 신설된 학교로 별도 확인. 2025 보고서에 해당 학교의 순위 행 없음. 다른 학교 점수 대입 안 함.,,2026-09-16
